symbol,demangled,category,reason,diff_excerpt,date
_Z26CheckDailyScheduleTimeOveril,"CheckDailyScheduleTimeOver(int, long)",caliber_issue,"等价指令形态差异 1 处（等价指令形态差异（mov vs lea））；栈帧/局部布局差异 18 处（栈局部偏移不同（lea    -0x10(%ebp),%eax | lea    -0x14(%ebp),%eax）；栈局部偏移不同（mov    %edx,-0x3c(%ebp) | mov    -0x10(%ebp),%eax））；立即数/常量差异 1 处（立即数不同（sub    $0x78,%esp | sub    $0x58,%esp））；其余指令差异 21 处（助记符不同（lea    -0x10(%ebp),%eax | movl   $0x0,(%esp)）；操作数差异（mov    %eax,(%esp) | mov    %eax,-0x14(%ebp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,70 +1,56 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x78,%esp
-lea    -0x10(%ebp),%eax
-mov    %eax,(%esp)
+sub    $0x58,%esp
+movl   $0x0,(%esp)
 call   <T> <time>
-lea    -0x10(%ebp),%eax",2026-08-11
_Z28CheckDayHourScheduleTimeOveriil,"CheckDayHourScheduleTimeOver(int, int, long)",caliber_issue,"等价指令形态差异 2 处（等价指令形态差异（mov vs lea）；等价指令形态差异（mov vs movzbl））；栈帧/局部布局差异 18 处（栈局部偏移不同（lea    -0x10(%ebp),%eax | lea    -0x14(%ebp),%eax）；栈局部偏移不同（mov    %edx,-0x3c(%ebp) | mov    -0x10(%ebp),%eax））；立即数/常量差异 1 处（立即数不同（sub    $0x78,%esp | sub    $0x58,%esp））；其余指令差异 24 处（助记符不同（lea    -0x10(%ebp),%eax | movl   $0x0,(%esp)）；操作数差异（mov    %eax,(%esp) | mov    %eax,-0x14(%ebp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,73 +1,57 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x78,%esp
-lea    -0x10(%ebp),%eax
-mov    %eax,(%esp)
+sub    $0x58,%esp
+movl   $0x0,(%esp)
 call   <T> <time>
-lea    -0x10(%ebp),%eax",2026-08-11
_ZN10CAppConfig11Parse_TableEPci,"CAppConfig::Parse_Table(char*, int)",other,"真实调用目标差异 1 处（调用目标不同（call   <T> <atoi> | call   <T> <strncpy>））；等价指令形态差异 13 处（等价指令形态差异（mov vs lea）；等价指令形态差异（mov vs lea））；栈帧/局部布局差异 9 处（栈局部偏移不同（lea    -0x28(%ebp),%eax | lea    -0x38(%ebp),%eax）；栈局部偏移不同（lea    -0x15(%ebp),%edx | lea    -0x2c(%ebp),%eax））；基本块布局差异 6 处（函数内跳转偏移不同（jmp    <T> <_ZN10CAppConfig11Parse_TableEPci+0x266> | jmp    <T> <_ZN10CAppConfig11Parse_TableEPci+0x278>）；函数内跳转偏移不同（jg     <T> <_ZN10CAppConfig11Parse_TableEPci+0x17f> | jg     <T> <_ZN10CAppConfig11Parse_TableEPci+0x17e>））；立即数/常量差异 1 处（立即数不同（sub    $0x50,%esp | sub    $0x60,%esp））；匿名数据指针差异 1 处（匿名数据指针差异（mov    &data#05ed3e65(.rodata)(%eax),%eax | mov    -0x34(%ebp),%eax））；其余指令差异 52 处（助记符不同（cmp    $0x2,%eax | mov    %eax,-0x10(%ebp)）；助记符不同（sete   %al | cmpl   $0x2,-0x10(%ebp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,178 +1,182 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
-sub    $0x50,%esp
+sub    $0x60,%esp
 mov    0xc(%ebp),%eax
 movzbl (%eax),%eax
 cmp    $0x23,%al",2026-08-11
_ZN10CAppConfig15Get_DBMWTcpPortEv,CAppConfig::Get_DBMWTcpPort(),codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzwl 0x10(%eax),%eax vs OURS add+加载））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,6 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzwl 0x10(%eax),%eax
+add    $0x10,%eax
+movzwl (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN10CAppConfig15Get_ServerGroupEv,CAppConfig::Get_ServerGroup(),codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzbl 0xa(%eax),%eax vs OURS add+加载））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,6 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzbl 0xa(%eax),%eax
+add    $0xa,%eax
+movzbl (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN10CAppConfig17Get_ServerTcpPortEv,CAppConfig::Get_ServerTcpPort(),codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzwl 0x8(%eax),%eax vs OURS add+加载））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,6 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzwl 0x8(%eax),%eax
+add    $0x8,%eax
+movzwl (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN10CAppConfig17Get_ServerUdpPortEv,CAppConfig::Get_ServerUdpPort(),codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzwl 0x6(%eax),%eax vs OURS add+加载））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,6 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzwl 0x6(%eax),%eax
+add    $0x6,%eax
+movzwl (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN10CAppConfig18clearServerInfoMapEv,CAppConfig::clearServerInfoMap(),codegen_diff,"STL 模板实例化差异（GCC 4.1 ORIG vs GCC 4.4 重建的 libstdc++：const_iterator 转换、operator->/operator*、operator!=/operator== 等） 1 处（STL 调用差异（call   <T> <_ZNKSt17_Rb_tree_iteratorISt4pairIKjP12stServerInfoEEptEv> | call   <T> <_ZNSt17_Rb_tree_iteratorISt4pairIKjP12stServerInfoEEppEv>））；等价指令形态差异 2 处（等价指令形态差异（mov vs lea）；等价指令形态差异（mov vs lea））；栈帧/局部布局差异 2 处（栈局部偏移不同（lea    -0x14(%ebp),%eax | lea    -0x10(%ebp),%eax）；栈局部偏移不同（lea    -0x14(%ebp),%eax | lea    -0x10(%ebp),%eax））；基本块布局差异 1 处（函数内跳转偏移不同（jmp    <T> <_ZN10CAppConfig18clearServerInfoMapEv+0x7c> | jmp    <T> <_ZN10CAppConfig18clearServerInfoMapEv+0x41>））；其余指令差异 2 处（助记符不同（test   %eax,%eax | lea    -0xc(%ebp),%eax）；助记符不同（setne  %al | mov    %eax,0x4(%esp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,56 +1,40 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 mov    0x8(%ebp),%eax
 lea    0x14(%eax),%edx
-lea    -0x14(%ebp),%eax
+lea    -0x10(%ebp),%eax
 mov    %edx,0x4(%esp)
 mov    %eax,(%esp)",2026-08-11
_ZN10CAppConfig19Get_FrameCountValueEv,CAppConfig::Get_FrameCountValue(),codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzbl 0x4(%eax),%eax vs OURS add+加载））；其余指令差异 1 处（操作数差异（movzbl %al,%eax | movzbl (%eax),%eax））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,7 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzbl 0x4(%eax),%eax
-movzbl %al,%eax
+add    $0x4,%eax
+movzbl (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN10CAppConfigC1Ev,CAppConfig::CAppConfig(),caliber_issue,"寄存器分配差异 2 处（寄存器分配差异（pop    %ebx | pop    %esi）；寄存器分配差异（pop    %esi | pop    %ebp））；基本块布局差异 1 处（函数内跳转偏移不同（jmp    <T> <_ZN10CAppConfigC1Ev+0x95> | jmp    <T> <_ZN10CAppConfigC1Ev+0x9a>））；匿名数据指针差异 1 处（匿名数据指针差异（movl   $&data#d3a43ecc(.rodata),0x4(%esp) | movl   $&data#48d1da9a(.rodata),0x4(%esp)））；其余指令差异 5 处（助记符不同（movw   $0x0,0x10(%eax) | mov    0x8(%ebp),%eax）；助记符不同（mov    0x8(%ebp),%eax | movw   $0x0,0x10(%eax)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,61 +1,60 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN10CTableBaseC1Ev>
 mov    0x8(%ebp),%eax",2026-08-11
_ZN10CAppConfigC2Ev,CAppConfig::CAppConfig(),caliber_issue,"寄存器分配差异 2 处（寄存器分配差异（pop    %ebx | pop    %esi）；寄存器分配差异（pop    %esi | pop    %ebp））；基本块布局差异 1 处（函数内跳转偏移不同（jmp    <T> <_ZN10CAppConfigC1Ev+0x95> | jmp    <T> <_ZN10CAppConfigC1Ev+0x9a>））；匿名数据指针差异 1 处（匿名数据指针差异（movl   $&data#d3a43ecc(.rodata),0x4(%esp) | movl   $&data#48d1da9a(.rodata),0x4(%esp)））；其余指令差异 5 处（助记符不同（movw   $0x0,0x10(%eax) | mov    0x8(%ebp),%eax）；助记符不同（mov    0x8(%ebp),%eax | movw   $0x0,0x10(%eax)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,61 +1,60 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN10CTableBaseC1Ev>
 mov    0x8(%ebp),%eax",2026-08-11
_ZN10CMyFileLogclEPKcS1_z,"CMyFileLog::operator()(char const*, char const*, ...)",codegen_diff,"寄存器分配差异 3 处（寄存器分配差异（mov    $0x7000,%edx | mov    $0x7000,%ebx）；寄存器分配差异（mov    %edx,0x8(%esp) | mov    %ebx,0x8(%esp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,45 +1,45 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x7024,%esp
+mov    $0x7000,%ebx
+mov    %ebx,0x8(%esp)
+movl   $0x0,0x4(%esp)
 lea    -0x700c(%ebp),%eax
-mov    $0x7000,%edx",2026-08-11
_ZN10CScheduler14SetSpecialHourEi,CScheduler::SetSpecialHour(int),codegen_diff,"等价指令形态差异 1 处（等价指令形态差异（mov vs lea））；其余指令差异 3 处（操作数差异（mov    %eax,%edx | mov    0x8(%ebp),%eax）；操作数差异（mov    0x8(%ebp),%eax | mov    %al,(%edx)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,10 +1,11 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0x8(%ebp),%eax
+lea    0x2(%eax),%edx
 mov    0xc(%ebp),%eax
-mov    %eax,%edx
+mov    %al,(%edx)
 mov    0x8(%ebp),%eax
-mov    %dl,0x2(%eax)",2026-08-11
_ZN10CScheduler17SetSpecialDayHourEii,"CScheduler::SetSpecialDayHour(int, int)",codegen_diff,"等价指令形态差异 2 处（等价指令形态差异（mov vs lea）；等价指令形态差异（mov vs lea））；其余指令差异 4 处（操作数差异（mov    %eax,%edx | mov    0x8(%ebp),%eax）；操作数差异（mov    %eax,%edx | mov    %al,(%edx)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,14 +1,15 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0x8(%ebp),%eax
+lea    0x2(%eax),%edx
 mov    0x10(%ebp),%eax
-mov    %eax,%edx
+mov    %al,(%edx)
 mov    0x8(%ebp),%eax
-mov    %dl,0x2(%eax)",2026-08-11
_ZN10CScheduler19GetNextScheduleTimeERhS0_,"CScheduler::GetNextScheduleTime(unsigned char&, unsigned char&)",template_macro,源码未定位：第 3 节未能在候选源文件/对象中定位该函数定义（模板头文件、宏生成函数或 typedef 参数形态），无法从源码侧修复；共 240 组指令差异。,"--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,137 +1,173 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x68,%esp
-lea    -0x20(%ebp),%eax
-mov    %eax,(%esp)
+push   %ebx
+sub    $0x64,%esp
+movl   $0x0,(%esp)
 call   <T> <time>",2026-08-11
_ZN10CScheduler19IsOnTimeSpecialHourEii,"CScheduler::IsOnTimeSpecialHour(int, int)",codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzbl 0x2(%eax),%eax vs OURS add+加载））；其余指令差异 4 处（助记符不同（jne    <T> <_ZN10CScheduler19IsOnTimeSpecialHourEii+0x28> | movzbl (%eax),%eax）；助记符不同（movzbl 0x1(%eax),%eax | jne    <T> <_ZN10CScheduler19IsOnTimeSpecialHourEii+0x2c>））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,17 +1,20 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzbl 0x2(%eax),%eax
+add    $0x2,%eax
+movzbl (%eax),%eax
 movsbl %al,%eax
 cmp    0xc(%ebp),%eax
-jne    <T> <_ZN10CScheduler19IsOnTimeSpecialHourEii+0x28>",2026-08-11
_ZN10CScheduler21SetSpecialWeekDayHourEii,"CScheduler::SetSpecialWeekDayHour(int, int)",other,"其余指令差异 9 处（操作数差异（mov    %eax,%edx | mov    0x8(%ebp),%eax）；操作数差异（mov    0x8(%ebp),%eax | mov    0xc(%ebp),%edx））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,14 +1,17 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0x8(%ebp),%eax
+mov    0xc(%ebp),%edx
+add    $0x2,%edx
+shl    $0x2,%edx
+add    %edx,%eax
+movb   $0x1,(%eax)
+mov    0x8(%ebp),%eax",2026-08-11
_ZN10CScheduler22IsOnTimeSpecialDayHourEiii,"CScheduler::IsOnTimeSpecialDayHour(int, int, int)",codegen_diff,"等价指令形态差异 1 处（字节强转读取形态差（ORIG 直接偏移加载 movzbl 0x3(%eax),%eax vs OURS add+加载））；基本块布局差异 1 处（函数内跳转偏移不同（jne    <T> <_ZN10CScheduler22IsOnTimeSpecialDayHourEiii+0x37> | jne    <T> <_ZN10CScheduler22IsOnTimeSpecialDayHourEiii+0x3d>））；其余指令差异 5 处（助记符不同（jne    <T> <_ZN10CScheduler22IsOnTimeSpecialDayHourEiii+0x37> | movzbl (%eax),%eax）；助记符不同（movzbl 0x2(%eax),%eax | jne    <T> <_ZN10CScheduler22IsOnTimeSpecialDayHourEiii+0x3d>））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,26 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-movzbl 0x3(%eax),%eax
+add    $0x3,%eax
+movzbl (%eax),%eax
 movsbl %al,%eax
 cmp    0xc(%ebp),%eax
-jne    <T> <_ZN10CScheduler22IsOnTimeSpecialDayHourEiii+0x37>",2026-08-11
_ZN10CScheduler26GetSpecificDayScheduleHourEi,CScheduler::GetSpecificDayScheduleHour(int),codegen_diff,"等价指令形态差异 2 处（等价指令形态差异（movzbl vs mov）；等价指令形态差异（mov vs movsbl））；其余指令差异 6 处（助记符不同（movsbl %al,%ecx | shl    $0x2,%edx）；助记符不同（mov    0xc(%ebp),%edx | add    $0xa,%edx））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,21 +1,27 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0x8(%ebp),%eax
 mov    0xc(%ebp),%edx
+shl    $0x2,%edx
+add    $0xa,%edx
+add    %edx,%eax
+movzbl (%eax),%eax
+movsbl %al,%edx",2026-08-11
_ZN10CScheduler26IsOnTimeSpecialWeekDayHourEiii,"CScheduler::IsOnTimeSpecialWeekDayHour(int, int, int)",codegen_diff,"等价指令形态差异 2 处（等价指令形态差异（movzbl vs mov）；等价指令形态差异（cmp vs test））；其余指令差异 11 处（助记符不同（test   %al,%al | add    $0x2,%edx）；助记符不同（je     <T> <_ZN10CScheduler26IsOnTimeSpecialWeekDayHourEiii+0x3f> | shl    $0x2,%edx））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,24 +1,33 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0x8(%ebp),%eax
 mov    0xc(%ebp),%edx
+add    $0x2,%edx
+shl    $0x2,%edx
+add    %edx,%eax
+movzbl (%eax),%eax
+test   %al,%al",2026-08-11
_ZN10CScheduler5ClearEv,CScheduler::Clear(),caliber_issue,"基本块布局差异 1 处（函数内跳转偏移不同（jmp    <T> <_ZN10CScheduler5ClearEv+0x71> | jmp    <T> <_ZN10CScheduler5ClearEv+0x89>））；立即数/常量差异 1 处（立即数不同（movb   $0xff,0xb(%eax,%edx,4) | movb   $0x0,(%eax)））；其余指令差异 4 处（助记符不同（movb   $0x0,0x8(%eax,%edx,4) | mov    0x8(%ebp),%eax）；助记符不同（movb   $0xff,0x9(%eax,%edx,4) | add    $0x2,%edx））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,38 +1,50 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 movb   $0xff,(%eax)
 mov    0x8(%ebp),%eax
 movb   $0xff,0x1(%eax)
 mov    0x8(%ebp),%eax
 movb   $0xff,0x2(%eax)",2026-08-11
_ZN10CTableBase19Load_Txt_Table_DataEPKci,"CTableBase::Load_Txt_Table_Data(char const*, int)",codegen_diff,"等价指令形态差异 1 处（等价指令形态差异（je vs jmp））；栈帧/局部布局差异 1 处（栈局部偏移不同（cmpl   $0x0,-0xc(%ebp) | cmpl   $0x0,-0x10(%ebp)））；基本块布局差异 1 处（函数内跳转偏移不同（jmp    <T> <_ZN10CTableBase19Load_Txt_Table_DataEPKci+0xd8> | jmp    <T> <_ZN10CTableBase19Load_Txt_Table_DataEPKci+0x3c>））；其余指令差异 36 处（助记符不同（movl   $0x0,-0x10(%ebp) | mov    %eax,-0x10(%ebp)）；助记符不同（mov    %eax,-0xc(%ebp) | movl   $0x0,-0xc(%ebp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,63 +1,66 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x428,%esp
-movl   $0x0,-0x10(%ebp)
 movl   $""rb"",0x4(%esp)
 mov    0xc(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <fopen>
-mov    %eax,-0xc(%ebp)",2026-08-11
_ZN10CommonTime10SetCurTimeEv,CommonTime::SetCurTime(),other,"其余指令差异 2 处（助记符不同（lea    -0x10(%ebp),%eax | movl   $0x0,(%esp)）；操作数差异（mov    %eax,(%esp) | mov    %eax,-0x10(%ebp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,44 +1,44 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
-lea    -0x10(%ebp),%eax
-mov    %eax,(%esp)
+movl   $0x0,(%esp)
 call   <T> <time>
+mov    %eax,-0x10(%ebp)
 lea    -0x10(%ebp),%eax",2026-08-11
_ZN11CCashObject11SetCharacNoEj,CCashObject::SetCharacNo(unsigned int),codegen_diff,"寄存器分配差异 1 处（寄存器分配差异（mov    0xc(%ebp),%edx | mov    0xc(%ebp),%edx））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,7 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
+mov    0xc(%ebp),%edx
 mov    0x8(%ebp),%eax
-mov    0xc(%ebp),%edx
 mov    %edx,0x4(%eax)
 pop    %ebp
 ret",2026-08-11
_ZN11CCashObject13IsLifeTimeOutEv,CCashObject::IsLifeTimeOut(),codegen_diff,共 5 组指令差异,"--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,18 +1,13 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 lea    -0x1(%eax),%edx
 mov    0x8(%ebp),%eax
 mov    %edx,(%eax)
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax",2026-08-11
_ZN11CCashObjectC1Ev,CCashObject::CCashObject(),other,"其余指令差异 4 处（助记符不同（mov    0x8(%ebp),%eax | add    $0x8,%eax）；助记符不同（add    $0x8,%eax | mov    %eax,(%esp)））","--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,13 +1,13 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
+add    $0x8,%eax
+mov    %eax,(%esp)
+call   <T> <_ZNSt3mapIjP10CBlackUserSt4lessIjESaISt4pairIKjS1_EEEC1Ev>
+mov    0x8(%ebp),%eax
 movl   $0x5,(%eax)",2026-08-11
